gender,age_group,transformation,image_id_01,distortion_level_11,distortion_level_12,distortion_level_21,distortion_level_22,reaction_time_ms,answer
woman,51-60,scale,13,3,1,7,6,9632,2
woman,51-60,scale,16,1,4,6,9,8561,1
woman,51-60,scale,16,3,4,10,5,7708,2
woman,51-60,scale,16,5,8,4,2,8752,2
woman,51-60,scale,17,2,4,7,9,8614,1
woman,51-60,scale,18,1,3,7,8,11275,1
woman,51-60,scale,18,4,5,9,6,9159,2
woman,51-60,scale,19,1,3,4,10,4459,2
woman,51-60,scale,19,10,9,4,5,7245,2
woman,51-60,scale,20,6,1,7,10,6935,1
woman,51-60,scale,20,6,10,5,2,10430,1
woman,51-60,scale,20,9,10,4,8,7454,1
woman,51-60,scale,21,2,3,4,8,6642,2
woman,51-60,scale,21,10,8,1,4,9028,2
woman,51-60,scale,23,1,3,10,6,8945,2
woman,51-60,scale,23,4,2,9,8,8432,2
woman,51-60,scale,24,2,3,8,9,7788,2
woman,51-60,gaussian_noise,2,8,9,3,4,6043,1
woman,51-60,gaussian_noise,3,9,10,5,1,5547,2
woman,51-60,gaussian_noise,4,2,1,8,6,6910,1
woman,51-60,gaussian_noise,4,2,4,9,5,6117,2
woman,51-60,gaussian_noise,4,5,3,9,8,4981,2
woman,51-60,gaussian_noise,4,10,5,3,4,8787,1
woman,51-60,gaussian_noise,5,2,5,6,9,7182,1
woman,51-60,gaussian_noise,5,10,8,7,1,9293,2
woman,51-60,gaussian_noise,6,1,3,9,4,10459,1
woman,51-60,gaussian_noise,6,4,5,6,7,5856,1
woman,51-60,gaussian_noise,6,8,4,1,3,5837,1
woman,51-60,gaussian_noise,7,3,2,4,10,6387,2
woman,51-60,gaussian_noise,7,4,1,10,5,6640,2
woman,51-60,gaussian_noise,7,6,8,5,4,5406,1
woman,51-60,gaussian_noise,8,4,7,9,8,6451,1
woman,51-60,gaussian_noise,8,5,6,4,2,8096,2
woman,51-60,gaussian_noise,9,5,7,10,9,8473,2
woman,51-60,gaussian_noise,9,8,9,2,7,7529,2
woman,51-60,gaussian_noise,10,2,1,5,8,5461,2
woman,51-60,gaussian_noise,11,5,1,10,9,7512,1
woman,51-60,gaussian_noise,11,9,7,5,3,8559,2
woman,51-60,gaussian_noise,12,1,2,8,3,7551,2
woman,51-60,gaussian_noise,12,3,5,9,8,7095,1
woman,51-60,gaussian_noise,12,4,1,5,7,8638,1
woman,51-60,gaussian_noise,12,5,6,10,9,6752,1
woman,51-60,gaussian_noise,12,6,4,7,10,4920,1
woman,51-60,gaussian_noise,13,1,4,9,8,9156,2
woman,51-60,gaussian_noise,13,10,8,6,3,8907,1
woman,51-60,gaussian_noise,14,3,4,7,10,9671,1
woman,51-60,gaussian_noise,16,2,1,9,4,8838,2
woman,51-60,gaussian_noise,16,3,9,2,1,8773,1
woman,51-60,gaussian_noise,16,7,9,5,2,8073,2
woman,51-60,gaussian_noise,16,10,7,5,4,5668,1
woman,51-60,gaussian_noise,17,2,3,4,7,6566,1
woman,51-60,gaussian_noise,17,6,10,5,2,5704,2
woman,51-60,gaussian_noise,17,10,6,2,1,5936,1
woman,51-60,gaussian_noise,20,1,2,5,10,4645,1
woman,51-60,gaussian_noise,20,2,5,9,7,4363,2
woman,51-60,gaussian_noise,20,8,10,5,7,7279,2
woman,51-60,gaussian_noise,21,1,2,3,4,8961,2
woman,51-60,gaussian_noise,21,2,3,8,7,8233,2
woman,51-60,gaussian_noise,21,3,4,9,8,7140,1
woman,51-60,gaussian_noise,21,3,5,9,10,8113,1
woman,51-60,gaussian_noise,21,6,3,8,7,5402,1
woman,51-60,gaussian_noise,21,10,7,3,1,7477,1
woman,51-60,gaussian_noise,22,4,3,2,1,8507,1
woman,51-60,gaussian_noise,23,7,6,3,2,7191,2
woman,51-60,gaussian_noise,23,7,8,5,2,6013,2
man,18-30,rotation,1,2,5,8,10,5432,2
man,18-30,rotation,2,9,6,1,3,6210,1
man,18-30,rotation,3,2,1,5,7,5615,1
man,18-30,rotation,3,4,1,9,7,4575,1
man,18-30,rotation,3,4,2,10,7,4990,1
man,18-30,rotation,3,5,6,10,7,4601,2
man,18-30,rotation,3,7,8,6,2,7406,2
man,18-30,rotation,4,2,3,9,6,5724,1
man,18-30,rotation,4,4,2,9,7,4644,1
man,18-30,rotation,5,6,7,8,9,6645,2
man,18-30,rotation,5,7,8,2,5,10666,2
man,18-30,rotation,5,9,6,5,3,5960,1
man,18-30,rotation,5,10,8,1,2,6411,1
man,18-30,rotation,6,3,1,6,9,4090,2
man,18-30,rotation,6,3,7,1,2,4888,1
man,18-30,rotation,6,7,4,3,1,3682,1
man,18-30,rotation,7,3,1,5,10,3414,2
man,18-30,rotation,7,6,9,2,1,5073,1
man,18-30,rotation,7,10,9,5,6,4161,1
man,18-30,rotation,8,2,4,7,9,5099,2
man,18-30,rotation,9,4,1,9,7,4485,2
man,18-30,rotation,9,7,6,10,8,5228,2
man,18-30,rotation,9,9,3,2,1,4585,1
man,18-30,rotation,10,1,4,9,7,4512,1
man,18-30,rotation,10,7,9,3,1,6853,2
man,18-30,rotation,10,8,9,4,7,4249,1
man,18-30,rotation,10,10,8,6,2,6527,1
man,18-30,rotation,11,2,6,10,8,4804,2
man,18-30,rotation,15,2,4,5,7,6538,2
man,18-30,rotation,15,3,1,6,4,5671,2
man,18-30,rotation,16,4,7,10,8,4862,1
man,18-30,rotation,18,4,1,10,9,4426,2
man,18-30,rotation,18,8,4,2,3,4289,1
man,18-30,rotation,19,2,5,6,8,4137,1
man,18-30,rotation,19,9,7,1,2,4500,1
man,18-30,rotation,20,4,1,5,10,4946,2
man,18-30,rotation,20,8,7,9,10,4819,1
man,18-30,rotation,20,10,9,6,8,6482,1
man,18-30,rotation,21,2,1,9,4,3604,2
man,18-30,rotation,21,9,10,5,3,5070,1
man,18-30,rotation,22,2,1,6,4,3759,2
man,18-30,rotation,22,4,2,6,7,5864,2
man,18-30,rotation,22,8,4,2,1,3970,1
man,18-30,rotation,22,8,7,4,3,3830,1
man,18-30,rotation,22,10,8,7,2,4679,1
man,18-30,rotation,23,3,5,7,9,5847,2
man,18-30,rotation,24,2,7,9,8,3955,1
man,18-30,rotation,24,6,9,3,1,3126,1
man,18-30,rotation,1,3,1,6,8,2673,2
man,18-30,rotation,2,1,2,9,5,3476,2
man,18-30,rotation,2,5,7,9,10,4516,1
man,18-30,rotation,2,7,3,2,1,2760,1
man,18-30,rotation,3,1,4,9,8,3510,1
man,18-30,rotation,3,5,4,10,8,2408,1
man,18-30,rotation,3,8,5,9,10,4393,1
man,18-30,rotation,3,9,6,3,4,3418,2
man,18-30,rotation,3,10,5,4,1,6576,2
man,18-30,rotation,5,1,3,6,8,4992,2
man,18-30,rotation,5,7,10,5,6,6612,1
man,18-30,rotation,6,2,1,3,6,3089,2
man,18-30,rotation,7,9,7,4,3,2628,1
man,18-30,rotation,8,3,1,7,8,4387,2
man,18-30,rotation,8,9,8,1,6,2573,1
man,18-30,rotation,9,1,2,4,5,5593,2
man,18-30,rotation,9,3,2,7,9,5723,2
man,18-30,rotation,10,7,10,1,6,3303,1
man,18-30,rotation,10,8,10,2,7,3000,1
man,18-30,rotation,11,3,2,8,6,3957,2
man,18-30,rotation,11,5,3,8,10,3461,2
man,18-30,rotation,11,10,5,1,3,2627,1
man,18-30,rotation,12,1,2,4,9,4224,2
man,18-30,rotation,12,5,3,10,9,3077,2
man,18-30,rotation,12,7,9,3,1,3958,1
man,18-30,rotation,13,1,4,9,8,3462,2
man,18-30,rotation,13,1,5,7,9,3569,2
man,18-30,rotation,13,5,2,7,10,2690,1
man,18-30,rotation,13,6,9,3,4,4300,1
man,18-30,rotation,13,10,5,1,3,3548,1
man,18-30,rotation,14,9,7,6,3,4036,1
man,18-30,rotation,14,9,10,4,8,3400,1
man,18-30,rotation,15,7,10,3,4,4187,1
man,18-30,rotation,16,8,7,1,2,5512,1
man,18-30,rotation,17,3,4,2,1,3682,1
man,18-30,rotation,17,8,10,7,1,2522,1
man,18-30,rotation,17,10,8,4,5,5182,2
man,18-30,rotation,18,2,6,8,10,3499,2
man,18-30,rotation,18,9,10,2,8,3723,2
man,18-30,rotation,19,5,1,10,8,3936,2
man,18-30,rotation,20,4,6,9,10,3677,1
man,18-30,rotation,21,7,6,1,3,2802,1
man,18-30,rotation,21,10,4,3,2,3109,1
man,18-30,rotation,22,1,2,6,9,2757,2
man,18-30,rotation,22,3,1,4,10,2333,2
man,18-30,rotation,23,3,4,6,8,5656,1
man,18-30,rotation,23,10,6,3,4,2956,1
man,18-30,rotation,24,5,8,2,4,3387,1
man,18-30,translation,1,4,1,6,5,4958,1
man,18-30,translation,1,7,6,10,9,5975,2
man,18-30,translation,1,9,10,7,3,5839,2
man,18-30,translation,2,1,4,8,7,6145,1
man,18-30,translation,3,10,7,6,5,6323,1
man,18-30,translation,4,1,2,10,7,5745,2
man,18-30,translation,4,9,6,2,4,5254,2
man,18-30,translation,5,5,10,3,1,6853,1
man,18-30,translation,5,6,7,1,4,4959,2
man,18-30,translation,7,4,2,8,5,5761,2
man,18-30,translation,7,4,3,9,5,5107,2
man,18-30,translation,7,10,9,1,6,12899,2
man,18-30,translation,7,10,9,2,8,6118,1
man,18-30,translation,8,2,1,9,3,5460,2
man,18-30,translation,8,5,10,2,1,6850,1
man,18-30,translation,8,10,5,3,2,5322,1
man,18-30,translation,8,10,8,6,1,7560,2
man,18-30,translation,9,4,5,10,6,5701,2
man,18-30,translation,10,1,3,7,4,4735,2
man,18-30,translation,10,3,2,7,10,4283,2
man,18-30,translation,10,4,8,1,3,5052,1
man,18-30,translation,10,8,5,4,2,6245,1
man,18-30,translation,11,1,2,4,6,6797,2
man,18-30,translation,11,2,5,8,9,6142,1
man,18-30,translation,12,2,4,6,5,6124,2
man,18-30,translation,12,3,1,6,9,4893,2
man,18-30,translation,12,6,7,2,4,3834,2
man,18-30,translation,12,9,6,4,5,11358,1
man,18-30,translation,14,5,2,6,8,8492,1
man,18-30,translation,15,3,2,7,4,4838,2
man,18-30,translation,15,9,6,1,5,6913,2
man,18-30,translation,15,9,10,3,8,4356,2
man,18-30,translation,16,4,2,7,10,4121,2
man,18-30,translation,16,9,8,4,3,3684,2
man,18-30,translation,16,10,9,4,8,7391,2
man,18-30,translation,17,1,2,3,5,5238,2
man,18-30,translation,17,3,2,9,6,5688,2
man,18-30,translation,19,7,8,5,6,4820,1
man,18-30,translation,19,10,7,4,1,4997,2
man,18-30,translation,20,3,4,6,8,6010,2
man,18-30,translation,20,8,7,5,3,4645,2
man,18-30,translation,21,2,1,3,7,5578,2
man,18-30,translation,21,3,1,4,7,4620,2
man,18-30,translation,21,7,10,1,4,7669,1
man,18-30,translation,22,2,3,4,9,4971,2
man,18-30,translation,22,7,4,2,1,4892,2
man,18-30,translation,22,9,10,3,6,4174,2
man,18-30,translation,23,8,6,1,2,5034,2
man,18-30,scale,1,10,3,2,1,4596,2
man,18-30,scale,2,7,9,5,1,6769,1
man,18-30,scale,3,1,5,6,7,7731,1
man,18-30,scale,4,2,1,4,3,4854,1
man,18-30,scale,4,5,6,2,4,5320,1
man,18-30,scale,4,5,6,3,4,4140,1
man,18-30,scale,4,8,5,2,1,4254,1
man,18-30,scale,4,9,8,4,2,4264,1
man,18-30,scale,5,5,8,1,2,7108,2
man,18-30,scale,5,5,10,3,2,4207,2
man,18-30,scale,5,8,10,1,6,3330,2
man,18-30,scale,5,10,9,8,7,3674,2
man,18-30,scale,6,6,2,7,10,5319,1
man,18-30,scale,6,9,10,6,7,7293,1
man,18-30,scale,7,2,5,7,6,3488,2
man,18-30,scale,7,4,7,8,9,4514,2
man,18-30,scale,7,9,10,7,1,5715,1
man,18-30,scale,7,10,7,2,1,6284,2
man,18-30,scale,8,1,4,7,6,6545,1
man,18-30,scale,8,2,3,9,6,7053,2
man,18-30,scale,8,2,4,10,5,4530,1
man,18-30,scale,8,3,1,6,7,4616,1
man,18-30,scale,8,5,6,8,7,5289,1
man,18-30,scale,8,8,5,10,9,4052,2
man,18-30,scale,9,6,7,2,1,9187,1
man,18-30,scale,9,6,7,2,5,5162,2
man,18-30,scale,9,9,10,1,2,5551,2
man,18-30,scale,10,1,6,9,10,7235,2
man,18-30,scale,12,4,5,9,10,6606,2
man,18-30,scale,12,9,7,6,2,5594,2
man,18-30,scale,13,2,5,9,10,5133,1
man,18-30,scale,13,3,4,9,6,6461,2
man,18-30,scale,14,1,4,9,6,5291,2
man,18-30,scale,14,3,5,8,7,7171,2
man,18-30,scale,15,4,6,7,10,3916,2
man,18-30,scale,15,5,6,1,3,4735,2
man,18-30,scale,16,5,2,8,9,5334,2
man,18-30,scale,16,8,5,9,10,4794,2
man,18-30,scale,17,6,5,10,9,4416,1
man,18-30,scale,19,3,4,2,1,7950,1
man,18-30,scale,20,2,4,10,8,5306,2
man,18-30,scale,21,1,6,9,7,4695,2
man,18-30,scale,22,2,3,7,10,5729,2
man,18-30,scale,22,9,7,4,2,5196,2
man,18-30,scale,23,4,1,9,10,6423,2
man,18-30,scale,23,10,7,3,2,6769,2
man,18-30,scale,24,3,5,6,7,4627,1
man,18-30,scale,24,7,8,3,6,6989,2
man,18-30,gaussian_noise,1,2,1,6,10,4776,2
man,18-30,gaussian_noise,1,3,5,10,8,4298,1
man,18-30,gaussian_noise,2,10,7,2,1,5402,1
man,18-30,gaussian_noise,3,2,1,8,10,5547,1
man,18-30,gaussian_noise,4,1,2,7,4,5920,2
man,18-30,gaussian_noise,4,2,3,7,9,5540,1
man,18-30,gaussian_noise,5,9,4,3,1,6289,1
man,18-30,gaussian_noise,7,5,8,3,4,5389,2
man,18-30,gaussian_noise,7,7,9,1,2,5527,2
man,18-30,gaussian_noise,7,9,10,6,3,5777,1
man,18-30,gaussian_noise,8,1,2,4,7,4488,1
man,18-30,gaussian_noise,8,3,8,1,2,4241,1
man,18-30,gaussian_noise,9,6,7,8,9,4480,1
man,18-30,gaussian_noise,11,4,3,8,7,6576,1
man,18-30,gaussian_noise,11,4,6,10,8,4629,2
man,18-30,gaussian_noise,11,5,4,1,2,6373,2
man,18-30,gaussian_noise,12,3,5,6,7,4177,1
man,18-30,gaussian_noise,12,7,9,2,4,4769,2
man,18-30,gaussian_noise,13,3,4,9,7,4620,1
man,18-30,gaussian_noise,13,4,5,9,8,6136,2
man,18-30,gaussian_noise,13,10,9,1,2,5804,2
man,18-30,gaussian_noise,14,1,2,10,7,4117,1
man,18-30,gaussian_noise,14,4,6,10,8,5026,1
man,18-30,gaussian_noise,14,7,6,4,2,4724,2
man,18-30,gaussian_noise,15,4,9,3,2,4067,2
man,18-30,gaussian_noise,16,2,1,3,10,4103,2
man,18-30,gaussian_noise,16,6,7,3,4,4722,2
man,18-30,gaussian_noise,16,8,9,4,5,4443,1
man,18-30,gaussian_noise,16,10,9,5,3,3604,2
man,18-30,gaussian_noise,17,8,7,5,3,3954,2
man,18-30,gaussian_noise,17,10,9,2,4,4888,2
man,18-30,gaussian_noise,17,10,9,6,3,5197,1
man,18-30,gaussian_noise,18,10,7,2,6,5699,1
man,18-30,gaussian_noise,19,3,2,6,7,3374,1
man,18-30,gaussian_noise,19,7,9,3,2,4257,2
man,18-30,gaussian_noise,19,8,7,6,3,4707,2
man,18-30,gaussian_noise,21,8,3,2,1,3911,2
man,18-30,gaussian_noise,21,9,6,2,3,4809,2
man,18-30,gaussian_noise,21,9,6,4,5,4260,2
man,18-30,gaussian_noise,21,9,10,4,7,4415,2
man,18-30,gaussian_noise,22,1,5,9,6,6253,1
man,18-30,gaussian_noise,22,4,2,7,9,4749,1
man,18-30,gaussian_noise,22,7,8,6,1,4789,2
man,18-30,gaussian_noise,22,9,6,3,4,5318,2
man,18-30,gaussian_noise,23,2,1,7,3,4212,1
man,18-30,gaussian_noise,23,2,7,8,10,3987,1
man,18-30,gaussian_noise,24,1,3,8,10,5013,1
man,18-30,gaussian_noise,24,2,1,7,6,3735,1
man,18-30,gaussian_noise,10,5,7,8,10,4068,1
man,18-30,gaussian_noise,11,5,6,9,10,3530,1
woman,18-30,rotation,1,5,1,10,9,3159,1
woman,18-30,rotation,1,7,4,8,10,4011,1
woman,18-30,rotation,3,3,6,8,7,5264,2
woman,18-30,rotation,3,9,8,1,7,3802,1
woman,18-30,rotation,3,9,8,3,1,4175,1
woman,18-30,rotation,4,4,2,10,5,4383,1
woman,18-30,rotation,4,6,8,9,10,3242,2
woman,18-30,rotation,4,8,10,4,5,3166,1
woman,18-30,rotation,5,1,5,9,10,5712,1
woman,18-30,rotation,5,5,2,6,9,7627,1
woman,18-30,rotation,5,7,5,1,3,5097,2
woman,18-30,rotation,5,8,6,1,4,5458,2
woman,18-30,rotation,6,3,2,10,4,3977,2
woman,18-30,rotation,6,8,6,3,1,3953,1
woman,18-30,rotation,7,6,5,3,1,4644,1
woman,18-30,rotation,7,7,5,10,8,5499,2
woman,18-30,rotation,7,8,7,6,3,7203,1
woman,18-30,rotation,8,2,5,10,9,3330,1
woman,18-30,rotation,9,2,1,8,7,3876,2
woman,18-30,rotation,10,1,2,3,9,3942,2
woman,18-30,rotation,10,2,3,9,6,3744,2
woman,18-30,rotation,11,1,2,6,4,5120,1
woman,18-30,rotation,12,3,4,6,8,5706,2
woman,18-30,rotation,12,10,6,1,4,5126,1
woman,18-30,rotation,13,2,6,10,7,3851,1
woman,18-30,rotation,13,3,2,4,10,5383,2
woman,18-30,rotation,13,3,6,7,8,7340,1
woman,18-30,rotation,14,4,2,10,8,5969,2
woman,18-30,rotation,14,7,6,10,9,10585,2
woman,18-30,rotation,15,3,2,5,7,4124,2
woman,18-30,rotation,15,7,6,2,4,3266,1
woman,18-30,rotation,15,7,9,6,1,3068,2
woman,18-30,rotation,19,6,3,9,7,4634,1
woman,18-30,rotation,19,10,9,6,3,5676,2
woman,18-30,rotation,20,5,4,1,3,6140,2
woman,18-30,rotation,21,3,1,5,8,6174,2
woman,18-30,rotation,21,4,3,5,10,3140,2
woman,18-30,rotation,21,5,6,7,9,4777,2
woman,18-30,rotation,21,8,9,2,6,3190,2
woman,18-30,rotation,22,1,4,9,10,3251,1
woman,18-30,rotation,22,6,9,5,1,3164,2
woman,18-30,rotation,22,7,6,2,3,3804,2
woman,18-30,rotation,22,10,9,2,7,3455,2
woman,18-30,rotation,22,10,9,6,7,7087,2
woman,18-30,rotation,23,2,5,9,10,6083,1
woman,18-30,rotation,23,3,5,6,7,5532,2
woman,18-30,rotation,24,3,2,9,8,2510,2
woman,18-30,rotation,24,6,1,10,9,5234,1
woman,18-30,translation,1,6,9,5,3,13595,1
woman,18-30,translation,1,8,7,9,10,10477,2
woman,18-30,translation,2,5,8,4,1,8534,2
woman,18-30,translation,2,8,9,3,7,5303,2
woman,18-30,translation,3,3,4,9,5,4835,2
woman,18-30,translation,3,4,1,5,9,3524,2
woman,18-30,translation,3,5,6,4,2,4212,1
woman,18-30,translation,3,5,7,2,3,3666,1
woman,18-30,translation,3,8,5,1,4,3662,1
woman,18-30,translation,3,9,6,5,4,3555,1
woman,18-30,translation,4,2,3,9,7,8516,2
woman,18-30,translation,4,8,7,4,6,6513,2
woman,18-30,translation,6,7,9,3,4,13220,1
woman,18-30,translation,7,3,1,8,9,12472,1
woman,18-30,translation,7,3,2,6,10,4861,2
woman,18-30,translation,7,4,2,5,6,13460,2
woman,18-30,translation,8,5,7,10,8,14269,2
woman,18-30,translation,8,5,10,2,4,6843,1
woman,18-30,translation,8,7,2,8,9,7637,2
woman,18-30,translation,8,8,10,2,7,6699,2
woman,18-30,translation,9,5,3,10,8,8545,1
woman,18-30,translation,10,3,4,8,10,5901,2
woman,18-30,translation,10,6,5,10,7,5883,2
woman,18-30,translation,10,6,9,4,1,3774,2
woman,18-30,translation,11,2,4,6,9,9166,1
woman,18-30,translation,11,6,9,4,5,5056,1
woman,18-30,translation,11,7,6,5,1,4604,2
woman,18-30,translation,11,7,8,1,2,4384,1
woman,18-30,translation,12,6,9,1,5,4776,2
woman,18-30,translation,13,2,6,7,10,6641,1
woman,18-30,translation,13,3,1,6,7,4652,2
woman,18-30,translation,13,5,1,6,7,5185,1
woman,18-30,translation,14,4,2,9,7,5704,2
woman,18-30,translation,14,8,10,6,3,4934,2
woman,18-30,translation,15,8,10,3,4,16704,1
woman,18-30,translation,15,9,8,1,4,4970,2
woman,18-30,translation,16,6,10,5,1,7109,1
woman,18-30,translation,17,2,5,8,6,4027,2
woman,18-30,translation,17,10,6,3,1,6358,1
woman,18-30,translation,17,10,8,1,7,5346,2
woman,18-30,translation,18,10,9,8,5,6705,2
woman,18-30,translation,21,3,4,9,8,4844,1
woman,18-30,translation,21,5,1,7,8,6494,1
woman,18-30,translation,21,6,4,2,3,12217,1
woman,18-30,translation,22,10,9,7,2,7706,2
woman,18-30,translation,23,6,7,5,3,4690,2
woman,18-30,translation,23,8,10,1,3,6418,2
woman,18-30,translation,23,10,9,8,7,8541,1
woman,18-30,scale,1,5,6,9,7,18363,2
woman,18-30,scale,1,10,9,1,7,5237,2
woman,18-30,scale,3,2,5,7,10,6305,1
woman,18-30,scale,3,3,1,7,9,10762,2
woman,18-30,scale,3,10,7,1,3,6460,1
woman,18-30,scale,4,7,8,5,1,8305,2
woman,18-30,scale,4,7,10,5,2,6610,1
woman,18-30,scale,4,8,6,4,2,5318,2
woman,18-30,scale,4,9,10,3,4,9380,1
woman,18-30,scale,5,2,3,6,4,10825,2
woman,18-30,scale,5,2,7,9,10,9924,1
woman,18-30,scale,7,1,2,8,7,5547,2
woman,18-30,scale,7,2,4,9,8,4020,1
woman,18-30,scale,7,10,5,3,1,5487,1
woman,18-30,scale,8,3,5,6,7,9599,1
woman,18-30,scale,8,5,3,10,8,4880,2
woman,18-30,scale,9,2,4,7,9,4942,1
woman,18-30,scale,9,10,9,4,6,9400,2
woman,18-30,scale,10,3,2,5,9,7438,2
woman,18-30,scale,10,5,8,3,1,6621,1
woman,18-30,scale,11,1,3,5,8,4886,1
woman,18-30,scale,12,4,7,2,1,10169,2
woman,18-30,scale,12,10,9,4,6,8863,2
woman,18-30,scale,13,1,6,8,9,7365,1
woman,18-30,scale,13,5,4,6,9,6431,2
woman,18-30,scale,13,9,10,4,5,9682,1
woman,18-30,scale,14,2,3,7,9,13524,2
woman,18-30,scale,14,8,7,9,10,7221,2
woman,18-30,scale,15,8,7,3,5,19855,1
woman,18-30,scale,16,3,1,8,4,6119,2
woman,18-30,scale,17,1,2,10,9,17300,2
woman,18-30,scale,17,4,5,6,7,10726,2
woman,18-30,scale,17,5,3,8,9,10205,1
woman,18-30,scale,17,8,10,7,5,8866,2
woman,18-30,scale,18,2,6,10,8,6146,1
woman,18-30,scale,18,3,1,7,5,8136,1
woman,18-30,scale,18,6,9,2,3,12464,2
woman,18-30,scale,18,10,5,2,3,3930,2
woman,18-30,scale,18,10,7,1,4,5538,2
woman,18-30,scale,19,5,8,9,10,5611,1
woman,18-30,scale,19,8,6,5,1,6154,1
woman,18-30,scale,20,2,1,8,7,12484,1
woman,18-30,scale,20,7,5,4,2,5893,2
woman,18-30,scale,22,8,7,1,6,5976,2
woman,18-30,scale,23,3,5,8,6,6151,1
woman,18-30,scale,23,9,10,7,8,9360,2
woman,18-30,scale,24,6,8,1,4,8500,1
woman,18-30,scale,24,9,10,5,1,9000,2
woman,18-30,scale,1,1,2,7,10,4448,2
woman,18-30,scale,1,2,3,8,10,4977,2
woman,18-30,scale,1,3,5,6,9,9675,2
woman,18-30,scale,1,6,9,3,1,6519,1
woman,18-30,scale,2,1,2,3,9,7517,2
woman,18-30,scale,2,7,6,3,2,7764,2
woman,18-30,scale,3,8,9,2,3,9724,1
woman,18-30,scale,4,1,3,4,9,4676,2
woman,18-30,scale,4,3,1,7,8,2728,2
woman,18-30,scale,4,3,1,9,7,2737,2
woman,18-30,scale,4,10,9,8,4,9845,2
woman,18-30,scale,5,1,4,8,5,8257,2
woman,18-30,scale,6,2,3,10,8,10381,2
woman,18-30,scale,6,8,9,3,2,11168,2
woman,18-30,scale,6,9,8,5,6,5655,2
woman,18-30,scale,7,8,5,4,3,4012,1
woman,18-30,scale,8,4,2,6,8,5257,2
woman,18-30,scale,8,4,6,7,8,10542,1
woman,18-30,scale,8,7,10,2,6,5716,1
woman,18-30,scale,9,6,10,2,3,5061,1
woman,18-30,scale,9,7,8,1,5,4336,2
woman,18-30,scale,10,3,4,7,8,6924,1
woman,18-30,scale,11,3,10,1,2,5034,1
woman,18-30,scale,11,7,8,1,3,5307,1
woman,18-30,scale,11,8,4,10,9,8207,1
woman,18-30,scale,12,2,4,7,6,6077,2
woman,18-30,scale,12,3,2,10,7,3847,2
woman,18-30,scale,12,6,4,3,1,12662,2
woman,18-30,scale,12,10,5,1,4,4350,2
woman,18-30,scale,12,10,9,3,4,5227,1
woman,18-30,scale,13,7,8,2,4,14148,2
woman,18-30,scale,14,4,2,10,9,9702,1
woman,18-30,scale,14,9,8,2,3,8579,2
woman,18-30,scale,16,4,9,2,1,4751,1
woman,18-30,scale,17,4,1,8,6,14844,1
woman,18-30,scale,17,6,9,4,2,8804,1
woman,18-30,scale,18,9,8,5,6,7064,2
woman,18-30,scale,19,1,2,6,7,6663,2
woman,18-30,scale,19,3,2,8,4,6595,2
woman,18-30,scale,19,6,5,7,9,5152,2
woman,18-30,scale,21,2,3,6,9,7019,1
woman,18-30,scale,21,6,5,7,10,5454,2
woman,18-30,scale,21,10,8,6,1,8099,2
woman,18-30,scale,22,2,4,10,8,6908,2
woman,18-30,scale,22,9,10,5,6,10712,1
woman,18-30,scale,23,6,5,8,10,5118,2
woman,18-30,scale,23,7,6,10,9,7885,1
woman,18-30,gaussian_noise,2,1,3,5,10,4936,1
woman,18-30,gaussian_noise,2,1,3,9,6,5536,1
woman,18-30,gaussian_noise,4,3,5,9,10,2608,1
woman,18-30,gaussian_noise,4,5,10,1,2,5773,1
woman,18-30,gaussian_noise,5,6,3,1,2,3772,1
woman,18-30,gaussian_noise,5,6,5,2,3,6790,1
woman,18-30,gaussian_noise,5,10,9,7,1,3963,2
woman,18-30,gaussian_noise,6,4,2,10,9,4459,1
woman,18-30,gaussian_noise,6,9,8,6,7,4395,2
woman,18-30,gaussian_noise,6,9,10,1,6,5331,2
woman,18-30,gaussian_noise,7,3,8,9,10,3723,1
woman,18-30,gaussian_noise,7,7,4,1,3,3450,2
woman,18-30,gaussian_noise,7,8,9,2,3,6053,1
woman,18-30,gaussian_noise,7,10,7,3,5,4704,2
woman,18-30,gaussian_noise,8,3,1,7,4,9659,2
woman,18-30,gaussian_noise,8,9,7,4,2,4163,2
woman,18-30,gaussian_noise,9,4,5,10,7,5402,2
woman,18-30,gaussian_noise,9,8,6,3,5,5885,2
woman,18-30,gaussian_noise,10,9,7,3,1,4311,2
woman,18-30,gaussian_noise,10,10,7,4,3,5289,2
woman,18-30,gaussian_noise,10,10,7,5,4,6008,2
woman,18-30,gaussian_noise,11,6,8,4,5,6029,2
woman,18-30,gaussian_noise,11,6,9,2,3,3827,2
woman,18-30,gaussian_noise,12,1,2,8,7,4477,1
woman,18-30,gaussian_noise,12,5,6,2,3,3580,2
woman,18-30,gaussian_noise,12,7,8,2,5,3651,2
woman,18-30,gaussian_noise,12,10,8,4,6,5521,2
woman,18-30,gaussian_noise,12,10,8,5,2,3820,2
woman,18-30,gaussian_noise,13,5,2,7,8,5620,1
woman,18-30,gaussian_noise,15,3,1,6,4,5439,1
woman,18-30,gaussian_noise,15,9,8,1,6,4381,2
woman,18-30,gaussian_noise,17,2,1,6,9,4609,1
woman,18-30,gaussian_noise,17,2,5,8,6,4511,1
woman,18-30,gaussian_noise,17,10,9,7,3,3699,2
woman,18-30,gaussian_noise,18,5,10,2,3,3671,2
woman,18-30,gaussian_noise,20,4,3,10,8,6714,2
