gender,age_group,transformation,image_id_01,distortion_level_11,distortion_level_12,distortion_level_21,distortion_level_22,reaction_time_ms,answer
man,18-30,rotation,21,8,10,3,4,2386,1
man,18-30,rotation,22,6,10,4,2,3988,1
man,18-30,rotation,22,10,6,1,3,3183,1
man,18-30,rotation,23,6,5,2,3,3238,2
man,18-30,rotation,23,10,9,8,6,2712,2
man,18-30,rotation,24,10,6,3,2,2649,1
man,18-30,translation,1,3,4,8,10,4941,1
man,18-30,translation,1,4,5,8,6,4525,2
man,18-30,translation,1,4,6,7,10,3170,2
man,18-30,translation,1,8,10,4,2,3391,2
man,18-30,translation,2,4,2,8,5,4776,2
man,18-30,translation,2,10,7,5,4,4696,2
man,18-30,translation,2,10,9,2,5,4487,2
man,18-30,translation,3,1,4,10,8,3067,2
man,18-30,translation,3,5,6,3,2,3928,1
man,18-30,translation,4,9,7,5,3,4114,2
man,18-30,translation,6,1,2,8,10,5331,2
man,18-30,translation,8,2,3,7,10,4021,2
man,18-30,translation,8,4,2,9,7,5440,1
man,18-30,translation,9,2,1,5,3,4580,1
man,18-30,translation,10,9,10,2,5,7035,1
man,18-30,translation,10,9,10,7,8,5443,1
man,18-30,translation,10,10,7,6,3,4117,2
man,18-30,translation,11,3,1,6,7,4060,2
man,18-30,translation,11,3,1,10,9,3213,2
man,18-30,translation,11,7,6,4,3,3801,2
man,18-30,translation,11,10,7,2,3,2840,1
man,18-30,translation,12,5,8,9,10,3655,1
man,18-30,translation,13,2,5,7,6,5513,1
man,18-30,translation,13,5,10,3,2,3816,2
man,18-30,translation,13,7,6,4,1,4786,2
man,18-30,translation,13,9,7,5,4,3716,2
man,18-30,translation,14,1,5,9,10,3613,1
man,18-30,translation,14,6,3,10,7,5524,1
man,18-30,translation,14,8,7,5,2,2674,1
man,18-30,translation,15,1,2,4,8,4888,2
man,18-30,translation,15,8,10,7,4,6060,2
man,18-30,translation,15,10,8,3,5,3708,1
man,18-30,translation,16,2,1,10,5,4737,2
man,18-30,translation,17,1,3,10,8,3400,1
man,18-30,translation,17,4,3,10,9,3708,2
man,18-30,translation,18,6,4,2,1,3178,2
man,18-30,translation,18,9,8,1,2,4307,1
man,18-30,translation,19,10,8,1,6,2990,2
man,18-30,translation,20,3,2,7,5,3901,1
man,18-30,translation,20,8,7,6,4,2726,1
man,18-30,translation,21,6,3,2,1,4531,1
man,18-30,translation,22,9,3,1,2,5095,1
man,18-30,translation,22,10,9,5,3,3357,2
man,18-30,translation,24,1,3,7,6,3111,2
man,18-30,translation,24,2,5,10,9,6038,1
man,18-30,translation,24,5,4,7,8,3151,1
man,18-30,translation,24,7,5,3,1,4091,2
man,18-30,translation,24,9,8,6,1,3758,2
man,18-30,scale,1,3,5,9,10,5227,2
man,18-30,scale,1,8,7,2,5,4154,1
man,18-30,scale,1,9,7,2,3,3591,2
man,18-30,scale,2,1,4,7,8,2485,2
man,18-30,scale,2,5,10,3,1,2942,2
man,18-30,scale,2,6,8,3,5,4730,1
man,18-30,scale,2,10,8,4,3,4207,2
man,18-30,scale,3,6,2,7,8,4476,1
man,18-30,scale,4,6,9,3,2,4161,2
man,18-30,scale,4,10,9,3,7,3063,2
man,18-30,scale,5,3,1,8,7,3725,1
man,18-30,scale,7,1,2,10,8,4828,1
man,18-30,scale,7,2,7,9,8,3548,1
man,18-30,scale,7,5,1,10,9,4475,2
man,18-30,scale,7,10,5,3,4,5759,2
man,18-30,scale,9,4,1,7,10,3300,1
man,18-30,scale,9,9,6,5,1,4485,2
man,18-30,scale,10,4,3,10,5,4439,2
man,18-30,scale,11,9,6,4,3,3513,2
man,18-30,scale,11,10,8,1,6,3799,2
man,18-30,scale,12,2,3,4,5,3788,1
man,18-30,scale,12,3,5,9,10,3870,2
man,18-30,scale,12,5,4,9,7,4480,2
man,18-30,scale,12,8,7,2,1,3991,2
man,18-30,scale,12,10,7,2,5,3987,1
man,18-30,scale,13,4,3,1,2,3521,2
man,18-30,scale,13,7,6,3,5,3166,1
man,18-30,scale,14,5,2,10,7,3751,1
man,18-30,scale,14,7,3,8,9,5606,2
man,18-30,scale,15,6,8,1,5,3542,1
man,18-30,scale,16,7,6,2,1,5216,1
man,18-30,scale,16,9,5,4,3,3984,2
man,18-30,scale,17,4,5,8,10,3850,2
man,18-30,scale,17,5,9,1,3,4843,1
man,18-30,scale,17,8,5,3,1,3559,1
man,18-30,scale,17,10,9,6,1,3553,1
man,18-30,scale,18,1,2,10,4,3427,2
man,18-30,scale,18,7,8,5,1,3330,2
man,18-30,scale,18,9,8,1,3,3228,1
man,18-30,scale,19,8,4,9,10,2987,2
man,18-30,scale,20,1,3,4,8,3282,1
man,18-30,scale,20,5,10,3,2,3419,2
man,18-30,scale,20,9,5,4,3,3572,1
man,18-30,scale,22,1,2,10,8,5042,1
man,18-30,scale,22,4,1,9,10,4333,2
man,18-30,scale,23,4,3,6,9,3510,1
man,18-30,scale,23,5,9,3,2,4880,2
man,18-30,scale,24,1,4,8,10,3012,2
man,18-30,scale,1,7,8,4,5,3517,1
man,18-30,scale,1,9,4,3,1,3777,1
man,18-30,scale,1,9,10,3,2,2753,1
man,18-30,scale,2,1,6,9,7,3427,2
man,18-30,scale,2,3,1,6,10,3126,2
man,18-30,scale,2,5,4,7,9,2616,2
man,18-30,scale,3,6,5,2,4,3217,2
man,18-30,scale,3,10,9,1,8,4380,2
man,18-30,scale,6,4,1,10,6,5321,1
man,18-30,scale,6,9,7,3,1,4592,1
man,18-30,scale,6,9,7,3,2,3563,1
man,18-30,scale,7,7,8,6,3,3895,2
man,18-30,scale,9,2,1,4,8,4197,2
man,18-30,scale,10,5,3,6,8,4429,2
man,18-30,scale,11,3,1,4,10,4336,2
man,18-30,scale,11,3,1,8,10,4496,2
man,18-30,scale,12,6,5,8,7,4581,1
man,18-30,scale,13,2,5,6,10,3590,1
man,18-30,scale,13,6,10,4,5,3840,1
man,18-30,scale,14,9,8,1,6,5033,2
man,18-30,scale,15,3,7,10,9,3335,1
man,18-30,scale,15,6,7,3,2,3829,1
man,18-30,scale,16,5,1,10,6,3786,1
man,18-30,scale,16,8,7,6,4,5987,1
man,18-30,scale,17,2,4,7,10,3148,2
man,18-30,scale,17,3,7,1,2,3405,2
man,18-30,scale,18,3,2,6,4,3963,1
man,18-30,scale,19,2,1,10,6,3083,2
man,18-30,scale,19,4,6,8,9,3153,2
man,18-30,scale,19,5,7,1,2,3251,1
man,18-30,scale,19,6,3,8,10,3541,2
man,18-30,scale,20,7,8,1,6,3532,2
man,18-30,scale,20,9,6,4,5,3944,2
man,18-30,scale,21,2,3,10,8,2720,1
man,18-30,scale,21,3,1,8,4,3589,1
man,18-30,scale,21,9,10,2,8,2991,2
man,18-30,scale,21,10,9,4,6,4308,1
man,18-30,scale,22,3,1,7,6,2980,2
man,18-30,scale,22,9,10,3,8,6087,2
man,18-30,scale,22,9,10,6,2,4746,1
man,18-30,scale,23,1,4,7,10,3451,1
man,18-30,scale,23,2,5,9,10,4480,1
man,18-30,scale,23,5,7,2,4,3812,2
man,18-30,scale,23,5,10,2,4,2672,2
man,18-30,scale,24,3,2,10,4,4472,1
man,18-30,scale,24,4,8,1,2,3514,1
man,18-30,scale,24,9,10,7,2,3469,1
man,18-30,scale,24,9,10,8,2,2764,2
man,18-30,gaussian_noise,1,1,4,8,9,3446,1
man,18-30,gaussian_noise,1,1,4,9,6,3705,1
man,18-30,gaussian_noise,2,2,3,6,9,3295,1
man,18-30,gaussian_noise,2,4,5,3,2,4142,1
man,18-30,gaussian_noise,2,6,8,5,4,3916,2
man,18-30,gaussian_noise,2,10,6,1,2,3924,1
man,18-30,gaussian_noise,3,2,1,8,6,2909,1
man,18-30,gaussian_noise,3,6,8,5,4,3062,2
man,18-30,gaussian_noise,4,6,1,10,7,2236,1
man,18-30,gaussian_noise,4,7,10,5,3,2739,2
man,18-30,gaussian_noise,4,8,5,9,10,3051,1
man,18-30,gaussian_noise,4,9,10,4,8,2469,2
man,18-30,gaussian_noise,5,1,6,8,9,2292,1
man,18-30,gaussian_noise,5,3,2,4,5,3151,2
man,18-30,gaussian_noise,5,5,2,10,9,2987,1
man,18-30,gaussian_noise,6,2,5,9,10,3231,1
man,18-30,gaussian_noise,6,9,5,4,2,3520,2
man,18-30,gaussian_noise,6,9,8,7,1,2787,2
man,18-30,gaussian_noise,6,9,10,5,7,4523,2
man,18-30,gaussian_noise,7,1,4,6,7,2532,1
man,18-30,gaussian_noise,7,1,4,10,8,3114,1
man,18-30,gaussian_noise,7,2,1,10,7,2871,1
man,18-30,gaussian_noise,7,2,3,9,5,3479,1
man,18-30,gaussian_noise,8,6,5,8,7,3990,1
man,18-30,gaussian_noise,8,6,10,4,3,2636,2
man,18-30,gaussian_noise,8,8,6,3,4,4178,2
man,18-30,gaussian_noise,9,1,2,3,8,3530,1
man,18-30,gaussian_noise,10,2,5,9,7,2416,1
man,18-30,gaussian_noise,10,8,7,2,4,2514,2
man,18-30,gaussian_noise,11,3,2,4,5,2906,1
man,18-30,gaussian_noise,11,8,4,1,3,2778,2
man,18-30,gaussian_noise,12,7,6,5,1,2678,2
man,18-30,gaussian_noise,12,9,10,6,4,2985,2
man,18-30,gaussian_noise,12,10,8,1,4,2430,2
man,18-30,gaussian_noise,13,6,8,3,5,3485,1
man,18-30,gaussian_noise,14,1,3,7,8,3407,1
man,18-30,gaussian_noise,16,5,7,1,4,2560,2
man,18-30,gaussian_noise,16,8,9,7,2,2737,2
man,18-30,gaussian_noise,18,3,1,6,9,2879,2
man,18-30,gaussian_noise,18,7,9,5,6,3616,2
man,18-30,gaussian_noise,19,4,5,9,10,4216,1
man,18-30,gaussian_noise,19,8,2,10,9,3418,1
man,18-30,gaussian_noise,20,3,1,7,6,2838,1
man,18-30,gaussian_noise,20,10,6,1,3,4044,2
man,18-30,gaussian_noise,21,7,5,2,1,3391,2
man,18-30,gaussian_noise,24,1,4,6,8,2542,1
man,18-30,gaussian_noise,24,3,4,8,6,3291,1
man,18-30,gaussian_noise,24,4,2,5,9,3043,1
man,18-30,gaussian_noise,1,2,1,7,5,3189,1
man,18-30,gaussian_noise,1,3,5,6,8,3004,2
man,18-30,gaussian_noise,1,4,1,10,8,3189,1
man,18-30,gaussian_noise,3,1,2,10,3,3259,1
man,18-30,gaussian_noise,3,2,3,4,5,2953,1
man,18-30,gaussian_noise,3,4,10,1,2,2570,1
man,18-30,gaussian_noise,3,6,7,4,2,2793,2
man,18-30,gaussian_noise,4,2,7,8,10,2507,1
man,18-30,gaussian_noise,4,8,5,3,2,2372,2
man,18-30,gaussian_noise,5,7,6,3,2,3135,2
man,18-30,gaussian_noise,5,8,5,2,1,5534,1
man,18-30,gaussian_noise,7,5,4,7,8,3036,1
man,18-30,gaussian_noise,8,4,6,7,9,3458,1
man,18-30,gaussian_noise,8,9,6,1,2,4396,1
man,18-30,gaussian_noise,8,10,5,2,4,4339,1
man,18-30,gaussian_noise,9,3,4,5,7,4544,1
man,18-30,gaussian_noise,9,8,5,9,10,3348,1
man,18-30,gaussian_noise,10,1,2,6,5,3138,1
man,18-30,gaussian_noise,10,4,1,5,7,3120,1
man,18-30,gaussian_noise,10,4,7,8,9,3093,1
man,18-30,gaussian_noise,12,1,2,7,4,3036,1
man,18-30,gaussian_noise,12,2,3,8,7,4871,1
man,18-30,gaussian_noise,12,2,5,9,6,2722,1
man,18-30,gaussian_noise,13,3,7,1,2,3436,1
man,18-30,gaussian_noise,13,5,4,2,3,3656,2
man,18-30,gaussian_noise,13,6,5,7,9,3134,1
man,18-30,gaussian_noise,14,1,3,4,9,4105,2
man,18-30,gaussian_noise,14,7,8,3,5,3107,2
man,18-30,gaussian_noise,15,7,10,3,2,2237,2
man,18-30,gaussian_noise,16,9,8,5,7,3723,2
man,18-30,gaussian_noise,17,1,2,6,7,3016,1
man,18-30,gaussian_noise,18,9,5,4,3,3426,2
man,18-30,gaussian_noise,19,1,2,9,10,3743,1
man,18-30,gaussian_noise,19,3,6,7,10,3030,1
man,18-30,gaussian_noise,19,9,8,3,4,3288,2
man,18-30,gaussian_noise,20,3,5,7,9,3364,1
man,18-30,gaussian_noise,21,7,5,3,4,4487,2
man,18-30,gaussian_noise,21,9,7,6,1,3014,2
man,18-30,gaussian_noise,21,9,8,4,5,3262,2
man,18-30,gaussian_noise,22,3,2,4,8,3241,1
man,18-30,gaussian_noise,22,4,9,3,1,3817,1
man,18-30,gaussian_noise,22,5,7,9,10,2937,1
man,18-30,gaussian_noise,22,6,10,5,3,2804,2
man,18-30,gaussian_noise,22,10,7,3,2,3073,2
man,18-30,gaussian_noise,23,2,5,7,6,3713,1
man,18-30,gaussian_noise,23,8,5,1,4,3029,2
man,18-30,gaussian_noise,24,2,5,8,9,3034,1
man,18-30,gaussian_noise,24,10,8,3,4,2422,2
man,18-30,rotation,1,5,3,9,8,5158,1
man,18-30,rotation,1,10,9,3,6,3263,2
man,18-30,rotation,2,2,4,8,6,3452,1
man,18-30,rotation,3,1,3,9,7,4147,2
man,18-30,rotation,4,6,9,4,2,2679,2
man,18-30,rotation,4,7,8,4,6,3258,2
man,18-30,rotation,5,2,1,6,7,5718,2
man,18-30,rotation,5,7,6,3,2,3719,1
man,18-30,rotation,5,8,9,7,2,4197,2
man,18-30,rotation,6,2,4,7,6,4017,2
man,18-30,rotation,6,3,5,10,8,3520,2
man,18-30,rotation,6,5,1,6,10,3334,1
man,18-30,rotation,6,7,8,2,5,2778,2
man,18-30,rotation,6,9,10,1,5,2650,2
man,18-30,rotation,6,10,5,4,3,3074,1
man,18-30,rotation,7,6,7,2,5,5335,2
man,18-30,rotation,7,9,6,3,2,3374,2
man,18-30,rotation,7,10,7,1,4,3524,2
man,18-30,rotation,8,9,6,4,3,3873,1
man,18-30,rotation,9,1,2,6,10,4010,2
man,18-30,rotation,10,3,1,8,6,3996,1
man,18-30,rotation,10,4,6,1,2,6053,2
man,18-30,rotation,10,7,1,8,9,2714,1
man,18-30,rotation,10,8,9,2,6,3535,2
man,18-30,rotation,11,1,3,4,9,3336,2
man,18-30,rotation,11,10,4,3,1,2990,1
man,18-30,rotation,11,10,7,2,5,3780,2
man,18-30,rotation,12,7,10,5,2,2852,1
man,18-30,rotation,13,6,1,10,8,3225,1
man,18-30,rotation,13,7,8,1,5,3488,2
man,18-30,rotation,13,10,7,3,2,3720,1
man,18-30,rotation,14,7,9,4,5,4560,2
man,18-30,rotation,14,8,4,2,1,3713,1
man,18-30,rotation,15,1,5,8,9,3653,1
man,18-30,rotation,16,2,1,6,9,3918,2
man,18-30,rotation,17,7,1,10,9,2928,1
man,18-30,rotation,18,1,2,8,9,4985,1
man,18-30,rotation,18,4,1,9,6,3417,1
man,18-30,rotation,18,9,8,3,1,3482,2
man,18-30,rotation,20,6,5,3,2,3042,2
man,18-30,rotation,20,6,7,3,5,3984,1
man,18-30,rotation,20,6,10,2,3,2884,1
man,18-30,rotation,22,2,1,8,10,2802,1
man,18-30,rotation,23,6,7,1,4,3028,2
man,18-30,rotation,23,7,5,2,1,5087,2
man,18-30,rotation,24,6,7,1,5,3263,2
man,18-30,rotation,24,7,6,5,3,2841,2
man,18-30,rotation,24,8,7,2,5,2773,2
man,18-30,rotation,1,1,4,5,8,2629,2
man,18-30,rotation,1,4,3,6,9,5523,2
man,18-30,rotation,1,9,10,3,2,6580,2
man,18-30,rotation,2,4,3,10,7,4905,2
man,18-30,rotation,2,5,2,8,6,3426,2
man,18-30,rotation,2,7,5,10,8,5165,1
man,18-30,rotation,2,10,8,4,1,4485,2
man,18-30,rotation,3,9,7,3,2,7021,2
man,18-30,rotation,4,5,1,7,6,2710,1
man,18-30,rotation,4,10,9,7,8,3680,2
man,18-30,rotation,5,2,4,9,10,5942,1
man,18-30,rotation,5,8,7,5,1,4414,1
man,18-30,rotation,5,10,7,2,5,5093,1
man,18-30,rotation,6,6,7,3,2,5547,1
man,18-30,rotation,7,5,1,9,6,3876,1
man,18-30,rotation,7,7,3,2,1,5108,1
man,18-30,rotation,8,2,1,4,6,3315,2
man,18-30,rotation,8,6,7,1,5,3469,1
man,18-30,rotation,9,10,5,1,3,2655,1
man,18-30,rotation,10,3,1,10,5,4137,2
man,18-30,rotation,10,9,5,1,3,4452,2
man,18-30,rotation,11,4,7,10,9,3394,1
man,18-30,rotation,11,7,6,3,2,6562,1
man,18-30,rotation,12,3,4,7,9,5269,1
man,18-30,rotation,12,7,10,5,6,4041,1
man,18-30,rotation,13,4,3,9,7,5825,2
man,18-30,rotation,13,6,9,3,1,3018,1
man,18-30,rotation,13,9,4,3,1,3442,1
man,18-30,rotation,14,4,9,3,2,3612,2
man,18-30,rotation,14,5,7,1,2,2738,2
man,18-30,rotation,16,9,5,3,1,2222,1
man,18-30,rotation,17,6,5,2,4,4639,2
man,18-30,rotation,17,9,7,3,4,2728,1
man,18-30,rotation,18,4,5,10,7,4219,2
man,18-30,rotation,18,6,5,4,2,4047,2
man,18-30,rotation,20,1,3,5,8,5124,1
man,18-30,rotation,20,9,7,3,6,3885,2
man,18-30,rotation,21,2,4,10,7,3741,2
man,18-30,rotation,21,2,5,7,10,4148,2
man,18-30,rotation,21,4,2,9,8,2917,1
man,18-30,rotation,21,7,6,5,4,4915,1
man,18-30,rotation,21,9,8,3,1,5330,2
man,18-30,rotation,23,1,2,5,10,3520,2
man,18-30,rotation,23,3,4,5,9,3875,2
man,18-30,rotation,23,4,5,8,6,3703,2
man,18-30,rotation,23,5,6,1,2,5346,2
man,18-30,rotation,23,5,9,1,3,3628,1
man,18-30,rotation,23,9,5,3,2,3599,2
man,18-30,translation,1,1,5,8,6,5784,2
man,18-30,translation,4,3,4,10,7,3697,1
man,18-30,translation,4,4,1,5,6,4605,1
man,18-30,translation,4,4,5,7,9,5924,2
man,18-30,translation,4,5,7,1,3,4716,2
man,18-30,translation,4,10,6,3,4,6088,2
man,18-30,translation,6,1,4,7,9,6334,1
man,18-30,translation,6,2,8,10,9,2976,1
man,18-30,translation,6,9,8,3,5,4696,2
man,18-30,translation,7,3,2,10,4,6233,2
man,18-30,translation,7,6,3,8,10,3412,1
man,18-30,translation,8,3,4,6,9,6813,2
man,18-30,translation,9,3,5,7,6,3892,1
man,18-30,translation,9,4,5,3,1,4512,2
man,18-30,translation,9,10,7,4,1,4237,1
man,18-30,translation,10,2,4,6,10,3895,1
man,18-30,translation,10,7,9,6,2,5616,1
man,18-30,translation,10,10,9,4,7,4028,2
man,18-30,translation,11,6,2,7,10,6160,1
man,18-30,translation,11,9,7,6,3,5844,2
man,18-30,translation,12,1,5,8,7,4021,1
man,18-30,translation,12,9,8,1,2,6810,1
man,18-30,translation,13,9,6,4,3,5447,2
man,18-30,translation,13,10,7,1,6,6694,1
man,18-30,translation,14,2,1,7,10,5431,2
man,18-30,translation,14,10,7,1,5,5854,2
man,18-30,translation,14,10,7,4,1,5562,2
man,18-30,translation,15,4,3,10,7,3911,2
man,18-30,translation,15,9,7,1,2,6411,1
man,18-30,translation,16,10,8,6,5,5333,1
man,18-30,translation,17,1,2,5,10,4591,2
man,18-30,translation,17,4,2,5,8,5215,2
man,18-30,translation,18,4,5,2,3,5422,2
man,18-30,translation,18,5,4,8,6,4698,2
man,18-30,translation,18,9,5,2,3,5415,1
man,18-30,translation,18,10,8,2,6,5031,1
man,18-30,translation,19,3,5,7,10,3360,2
man,18-30,translation,19,7,5,4,2,4886,1
man,18-30,translation,19,10,6,1,5,3006,1
man,18-30,translation,20,3,1,7,10,6090,2
man,18-30,translation,20,6,4,9,7,6602,2
man,18-30,translation,20,6,8,3,2,4566,1
man,18-30,translation,22,1,3,4,10,5969,2
man,18-30,translation,23,3,1,10,4,3417,2
man,18-30,translation,23,6,4,7,9,4412,1
man,18-30,translation,23,9,8,4,7,3347,2
man,18-30,translation,23,10,9,1,2,3986,1
man,18-30,translation,24,8,10,7,6,4228,1
man,18-30,translation,1,2,1,10,6,3677,2
man,18-30,translation,3,4,2,7,6,4825,1
man,18-30,translation,3,5,6,8,10,4009,2
man,18-30,translation,4,1,6,8,9,5751,1
man,18-30,translation,4,7,8,1,5,5010,1
man,18-30,translation,6,3,5,6,9,4482,2
man,18-30,translation,6,5,2,10,9,3964,1
man,18-30,translation,6,5,9,2,1,4207,1
man,18-30,translation,6,9,10,3,4,5405,1
man,18-30,translation,8,8,7,1,3,6136,2
man,18-30,translation,8,9,5,2,3,4281,1
man,18-30,translation,8,10,8,3,2,4644,1
man,18-30,translation,9,2,3,5,7,3752,2
man,18-30,translation,9,4,3,5,7,5252,2
man,18-30,translation,9,5,7,2,1,4608,1
man,18-30,translation,10,1,3,9,4,4440,1
man,18-30,translation,10,9,10,3,6,5609,1
man,18-30,translation,10,10,9,5,7,5181,2
man,18-30,translation,11,5,4,9,7,4070,1
man,18-30,translation,11,9,6,3,4,6009,2
man,18-30,translation,12,8,7,4,3,3575,1
man,18-30,translation,12,10,8,6,7,6310,2
man,18-30,translation,12,10,9,4,5,6184,2
man,18-30,translation,13,8,7,5,4,5680,2
man,18-30,translation,13,9,10,7,5,5913,2
man,18-30,translation,14,1,7,8,9,4337,1
man,18-30,translation,15,3,1,8,4,3866,2
man,18-30,translation,15,7,5,4,3,4174,1
man,18-30,translation,16,9,7,1,6,5116,2
man,18-30,translation,16,9,10,3,8,4761,2
man,18-30,translation,17,3,2,9,5,4494,2
man,18-30,translation,17,3,4,8,5,4733,2
man,18-30,translation,17,3,5,7,10,4341,2
man,18-30,translation,17,5,10,4,3,4657,1
man,18-30,translation,17,9,10,1,8,4693,2
man,18-30,translation,18,2,6,7,10,4902,2
man,18-30,translation,19,5,2,9,6,4712,2
man,18-30,translation,21,1,5,8,10,4274,1
man,18-30,translation,21,5,4,9,10,3637,1
man,18-30,translation,21,10,8,5,4,5563,2
man,18-30,translation,22,7,10,2,5,4179,1
man,18-30,translation,22,9,10,1,2,5920,2
man,18-30,translation,23,2,3,8,7,5304,2
man,18-30,translation,23,3,6,9,8,4399,1
man,18-30,translation,23,5,8,4,1,3875,1
man,18-30,translation,23,6,5,8,10,4266,2
man,18-30,translation,23,10,6,4,1,3285,1
man,18-30,translation,24,4,9,2,1,6639,1
man,18-30,scale,2,6,7,1,2,4570,1
man,18-30,scale,3,1,3,5,4,7174,1
man,18-30,scale,3,5,10,4,3,5366,2
man,18-30,scale,4,9,10,7,1,3669,2
man,18-30,scale,5,6,3,1,2,4410,1
man,18-30,scale,5,7,9,5,1,6415,2
man,18-30,scale,6,1,2,7,3,3578,2
man,18-30,scale,6,7,5,10,8,4344,2
man,18-30,scale,7,4,2,10,8,8038,2
man,18-30,scale,7,9,7,1,4,5608,1
man,18-30,scale,8,6,5,10,8,8764,2
man,18-30,scale,9,4,3,8,6,4558,2
man,18-30,scale,9,6,3,2,1,5107,1
man,18-30,scale,9,10,5,2,4,4317,1
man,18-30,scale,10,6,3,10,8,6735,1
man,18-30,scale,11,9,10,8,7,3375,2
man,18-30,scale,12,2,1,9,5,4344,2
man,18-30,scale,12,3,4,1,2,5544,1
man,18-30,scale,12,5,1,8,7,4382,1
man,18-30,scale,12,10,8,6,7,5632,2
man,18-30,scale,13,7,6,3,2,3737,2
man,18-30,scale,14,4,2,7,5,5566,1
man,18-30,scale,14,5,1,7,10,3627,2
man,18-30,scale,14,8,6,2,4,3065,1
man,18-30,scale,15,1,3,5,7,4530,2
man,18-30,scale,16,6,7,4,5,6264,1
man,18-30,scale,17,1,2,3,9,3043,2
man,18-30,scale,18,1,2,4,6,3403,2
man,18-30,scale,18,4,7,10,9,4124,1
man,18-30,scale,18,8,7,5,4,5108,2
man,18-30,scale,18,10,8,5,2,4492,1
man,18-30,scale,19,1,3,5,9,4746,2
man,18-30,scale,19,5,3,10,8,3711,1
man,18-30,scale,19,9,10,7,8,5649,2
man,18-30,scale,20,1,2,5,10,3366,2
man,18-30,scale,20,2,3,9,7,4483,2
man,18-30,scale,20,5,3,8,9,6738,1
man,18-30,scale,20,7,3,8,9,5655,2
man,18-30,scale,20,7,4,8,10,3668,1
man,18-30,scale,20,10,4,2,1,8659,1
man,18-30,scale,20,10,6,5,3,3962,1
man,18-30,scale,21,5,3,10,8,4450,2
man,18-30,scale,21,8,9,2,4,7734,1
man,18-30,scale,22,5,1,7,9,6607,1
man,18-30,scale,22,10,8,3,1,4249,2
man,18-30,scale,24,1,3,10,7,4812,2
man,18-30,scale,24,4,6,1,2,3352,1
man,18-30,scale,24,8,4,10,9,4196,1
man,18-30,scale,1,6,8,9,10,4661,1
man,18-30,scale,2,7,10,5,4,5729,2
man,18-30,scale,3,2,1,10,5,3870,2
man,18-30,scale,4,4,1,10,9,5966,1
man,18-30,scale,4,9,3,1,2,4510,1
man,18-30,scale,4,9,10,4,5,4104,1
man,18-30,scale,5,1,3,4,7,4957,2
man,18-30,scale,6,1,4,9,8,5483,1
man,18-30,scale,6,2,3,6,5,5647,2
man,18-30,scale,6,2,5,10,8,5351,2
man,18-30,scale,6,5,3,8,7,5396,1
man,18-30,scale,6,6,9,4,3,4194,1
man,18-30,scale,6,7,8,6,4,6630,2
man,18-30,scale,7,8,10,7,3,5716,2
man,18-30,scale,8,4,3,9,7,4117,2
man,18-30,scale,10,3,10,2,1,4319,1
man,18-30,scale,10,4,2,9,8,3426,1
man,18-30,scale,11,7,9,2,1,5676,1
man,18-30,scale,11,8,10,5,4,5984,1
man,18-30,scale,12,6,7,3,5,5473,1
man,18-30,scale,12,9,6,4,5,5509,1
man,18-30,scale,13,9,7,3,5,8433,2
man,18-30,scale,14,3,1,10,5,3923,2
man,18-30,scale,14,3,2,5,6,5150,2
man,18-30,scale,14,4,3,9,7,4507,2
man,18-30,scale,14,7,3,10,9,4512,1
man,18-30,scale,14,9,6,3,5,4012,2
man,18-30,scale,15,10,7,5,6,5032,2
man,18-30,scale,16,6,5,7,8,6388,1
man,18-30,scale,16,9,10,2,3,7300,2
man,18-30,scale,17,2,1,6,8,6912,1
man,18-30,scale,17,2,3,7,6,4756,2
man,18-30,scale,17,5,3,8,7,6303,1
man,18-30,scale,18,9,7,3,5,4776,1
man,18-30,scale,18,9,8,6,4,5538,2
man,18-30,scale,19,5,6,8,9,3810,2
man,18-30,scale,20,2,1,9,3,5066,1
man,18-30,scale,20,7,10,4,3,5011,1
man,18-30,scale,20,9,10,4,7,4929,2
man,18-30,scale,20,10,9,2,8,4373,2
man,18-30,scale,21,3,2,8,9,6991,2
man,18-30,scale,21,4,6,7,9,6088,2
man,18-30,scale,21,10,4,3,2,5451,1
man,18-30,scale,22,2,1,5,4,4308,2
man,18-30,scale,22,2,3,10,6,3938,2
man,18-30,scale,22,3,4,5,10,4984,2
man,18-30,scale,23,9,6,4,2,4067,2
man,18-30,scale,24,2,4,5,9,6268,2
man,18-30,gaussian_noise,2,1,4,8,6,3722,1
man,18-30,gaussian_noise,2,2,3,6,4,5261,1
man,18-30,gaussian_noise,2,3,5,6,9,3822,1
man,18-30,gaussian_noise,2,4,2,10,5,4173,2
man,18-30,gaussian_noise,2,10,4,1,2,3093,2
man,18-30,gaussian_noise,3,4,6,9,10,3933,2
man,18-30,gaussian_noise,3,5,7,9,10,4575,1
man,18-30,gaussian_noise,4,8,6,1,3,2945,2
man,18-30,gaussian_noise,5,6,9,5,1,3969,2
man,18-30,gaussian_noise,5,10,9,3,2,8379,2
man,18-30,gaussian_noise,6,1,2,8,5,6032,2
man,18-30,gaussian_noise,6,2,1,5,4,5886,1
man,18-30,gaussian_noise,6,9,8,4,2,3421,2
man,18-30,gaussian_noise,8,10,9,1,3,6376,1
man,18-30,gaussian_noise,10,1,6,10,9,2492,1
man,18-30,gaussian_noise,10,3,2,10,5,4359,2
man,18-30,gaussian_noise,10,8,4,9,10,3354,1
man,18-30,gaussian_noise,11,4,9,2,3,3701,2
