Reference,Distorted,Curve_Value,Sigmas,Response,Estimated_MOS
img_15.png,scale_img_15_level_01.png,0,0.3784289,0,5.4356243992662
img_15.png,scale_img_15_level_02.png,0.08806796,0.3784289,0.23272,5.31456781606268
img_15.png,scale_img_15_level_03.png,0.2361299,0.3784289,0.6239742,5.1110447126937
img_15.png,scale_img_15_level_04.png,0.3221663,0.3784289,0.8513258,4.99278067057504
img_15.png,scale_img_15_level_05.png,0.411553,0.3784289,1.08753,4.86991167181979
img_15.png,scale_img_15_level_06.png,0.534171,0.3784289,1.411549,4.70136305961189
img_15.png,scale_img_15_level_07.png,0.6181002,0.3784289,1.633332,4.58599569886667
img_15.png,scale_img_15_level_08.png,0.730787,0.3784289,1.931108,4.43109820350739
img_15.png,scale_img_15_level_09.png,0.8846743,0.3784289,2.337755,4.21956805401459
img_15.png,scale_img_15_level_10.png,1,0.3784289,2.642504,4.06104333471805
img_16.png,scale_img_16_level_01.png,0,0.482215,0,5.4356243992662
img_16.png,scale_img_16_level_02.png,0.09663941,0.482215,0.2004073,5.33137627711493
img_16.png,scale_img_16_level_03.png,0.1786595,0.482215,0.3704977,5.24289843825398
img_16.png,scale_img_16_level_04.png,0.3508849,0.482215,0.7276524,5.05711325581551
img_16.png,scale_img_16_level_05.png,0.4451311,0.482215,0.9230967,4.95544679326565
img_16.png,scale_img_16_level_06.png,0.5576068,0.482215,1.156345,4.83411539830161
img_16.png,scale_img_16_level_07.png,0.65529,0.482215,1.358917,4.72874123977332
img_16.png,scale_img_16_level_08.png,0.7509084,0.482215,1.557207,4.62559449740727
img_16.png,scale_img_16_level_09.png,0.9072438,0.482215,1.881409,4.45695069202849
img_16.png,scale_img_16_level_10.png,1,0.482215,2.073764,4.35689122545014
img_17.png,scale_img_17_level_01.png,0,0.4031634,0,5.4356243992662
img_17.png,scale_img_17_level_02.png,0.1608013,0.4031634,0.3988489,5.22815067526962
img_17.png,scale_img_17_level_03.png,0.2109386,0.4031634,0.5232087,5.16346103761118
img_17.png,scale_img_17_level_04.png,0.3359445,0.4031634,0.8332713,5.00217228316291
img_17.png,scale_img_17_level_05.png,0.3335499,0.4031634,0.8273318,5.00526189976628
img_17.png,scale_img_17_level_06.png,0.5245214,0.4031634,1.301014,4.75886129536473
img_17.png,scale_img_17_level_07.png,0.6204593,0.4031634,1.538977,4.63507740180655
img_17.png,scale_img_17_level_08.png,0.7473321,0.4031634,1.85367,4.47138000004449
img_17.png,scale_img_17_level_09.png,0.7979039,0.4031634,1.979108,4.40612950294977
img_17.png,scale_img_17_level_10.png,1,0.4031634,2.480384,4.14537512085141
img_18.png,scale_img_18_level_01.png,0,0.2651302,0,5.4356243992662
img_18.png,scale_img_18_level_02.png,0.1223744,0.2651302,0.4615635,5.19552771551981
img_18.png,scale_img_18_level_03.png,0.2521629,0.2651302,0.951091,4.94088468297356
img_18.png,scale_img_18_level_04.png,0.341328,0.2651302,1.287398,4.76594408342291
img_18.png,scale_img_18_level_05.png,0.4442219,0.2651302,1.675486,4.56406797796447
img_18.png,scale_img_18_level_06.png,0.5927995,0.2651302,2.235881,4.27256099986057
img_18.png,scale_img_18_level_07.png,0.670162,0.2651302,2.527671,4.12077730953332
img_18.png,scale_img_18_level_08.png,0.7477446,0.2651302,2.820292,3.96856134857768
img_18.png,scale_img_18_level_09.png,0.8732843,0.2651302,3.293794,3.72225448083947
img_18.png,scale_img_18_level_10.png,1,0.2651302,3.771732,3.47364008902473
img_19.png,scale_img_19_level_01.png,0,0.2699133,0,5.4356243992662
img_19.png,scale_img_19_level_02.png,0.09145186,0.2699133,0.3388194,5.25937689631386
img_19.png,scale_img_19_level_03.png,0.2147219,0.2699133,0.7955217,5.02180891771645
img_19.png,scale_img_19_level_04.png,0.3000911,0.2699133,1.111805,4.85728427169404
img_19.png,scale_img_19_level_05.png,0.4815915,0.2699133,1.784245,4.50749358413226
img_19.png,scale_img_19_level_06.png,0.5634124,0.2699133,2.087383,4.34980687684818
img_19.png,scale_img_19_level_07.png,0.7241482,0.2699133,2.682892,4.04003425392386
img_19.png,scale_img_19_level_08.png,0.7616471,0.2699133,2.821821,3.96776599142866
img_19.png,scale_img_19_level_09.png,0.9502791,0.2699133,3.520683,3.60423107457244
img_19.png,scale_img_19_level_10.png,1,0.2699133,3.704893,3.50840848436996
img_20.png,scale_img_20_level_01.png,0,0.371283,0,5.4356243992662
img_20.png,scale_img_20_level_02.png,0.1186701,0.371283,0.3196217,5.26936318012001
img_20.png,scale_img_20_level_03.png,0.1495251,0.371283,0.4027255,5.22613414059084
img_20.png,scale_img_20_level_04.png,0.2840951,0.371283,0.7651713,5.03759662707903
img_20.png,scale_img_20_level_05.png,0.4377858,0.371283,1.179116,4.82227035079333
img_20.png,scale_img_20_level_06.png,0.5576152,0.371283,1.50186,4.65438496969399
img_20.png,scale_img_20_level_07.png,0.6062462,0.371283,1.632841,4.58625110786613
img_20.png,scale_img_20_level_08.png,0.740334,0.371283,1.993988,4.39838920577691
img_20.png,scale_img_20_level_09.png,0.8840817,0.371283,2.381153,4.19699322762293
img_20.png,scale_img_20_level_10.png,1,0.371283,2.693363,4.03458743593347
img_21.png,scale_img_21_level_01.png,0,0.399777,0,5.4356243992662
img_21.png,scale_img_21_level_02.png,0.10425,0.399777,0.2607705,5.29997647158369
img_21.png,scale_img_21_level_03.png,0.1759852,0.399777,0.4402085,5.20663618636164
img_21.png,scale_img_21_level_04.png,0.3296689,0.399777,0.8246322,5.00666618110014
img_21.png,scale_img_21_level_05.png,0.5103592,0.399777,1.27661,4.77155579887324
img_21.png,scale_img_21_level_06.png,0.4942628,0.399777,1.236346,4.79250037719099
img_21.png,scale_img_21_level_07.png,0.6604451,0.399777,1.652034,4.57626726891191
img_21.png,scale_img_21_level_08.png,0.7935302,0.399777,1.984932,4.40309996728211
img_21.png,scale_img_21_level_09.png,0.8933808,0.399777,2.234698,4.27317637429306
img_21.png,scale_img_21_level_10.png,1,0.399777,2.501395,4.13444559236357
img_22.png,scale_img_22_level_01.png,0,0.3397445,0,5.4356243992662
img_22.png,scale_img_22_level_02.png,0.1340664,0.3397445,0.3946096,5.23035587969199
img_22.png,scale_img_22_level_03.png,0.2072151,0.3397445,0.6099146,5.11835825315953
img_22.png,scale_img_22_level_04.png,0.3133484,0.3397445,0.9223059,4.95585815260734
img_22.png,scale_img_22_level_05.png,0.4006409,0.3397445,1.179242,4.82220480795437
img_22.png,scale_img_22_level_06.png,0.5245233,0.3397445,1.543876,4.63252903380589
img_22.png,scale_img_22_level_07.png,0.6546093,0.3397445,1.92677,4.43335474982028
img_22.png,scale_img_22_level_08.png,0.7985589,0.3397445,2.350469,4.21295446945439
img_22.png,scale_img_22_level_09.png,0.8343937,0.3397445,2.455945,4.15808783070407
img_22.png,scale_img_22_level_10.png,1,0.3397445,2.943388,3.90452911599766
img_23.png,scale_img_23_level_01.png,0,0.4302099,0,5.4356243992662
img_23.png,scale_img_23_level_02.png,0.1071344,0.4302099,0.2490283,5.30608454399385
img_23.png,scale_img_23_level_03.png,0.08395654,0.4302099,0.1951525,5.33410972560848
img_23.png,scale_img_23_level_04.png,0.3483362,0.4302099,0.809689,5.01443935372874
img_23.png,scale_img_23_level_05.png,0.5191968,0.4302099,1.206845,4.80784624458995
img_23.png,scale_img_23_level_06.png,0.4743319,0.4302099,1.102559,4.86209386763895
img_23.png,scale_img_23_level_07.png,0.6107374,0.4302099,1.419627,4.69716103538055
img_23.png,scale_img_23_level_08.png,0.8883423,0.4302099,2.064904,4.36150003142807
img_23.png,scale_img_23_level_09.png,0.9233286,0.4302099,2.146228,4.31919681050832
img_23.png,scale_img_23_level_10.png,1,0.4302099,2.324446,4.22649114642545
img_24.png,scale_img_24_level_01.png,0,0.33412,0,5.4356243992662
img_24.png,scale_img_24_level_02.png,0.1148759,0.33412,0.3438164,5.25677755054956
img_24.png,scale_img_24_level_03.png,0.200468,0.33412,0.599988,5.1235218844711
img_24.png,scale_img_24_level_04.png,0.3048647,0.33412,0.9124407,4.96098984478944
img_24.png,scale_img_24_level_05.png,0.4466847,0.33412,1.336899,4.7401945907916
img_24.png,scale_img_24_level_06.png,0.5004797,0.33412,1.497904,4.65644280676495
img_24.png,scale_img_24_level_07.png,0.6228636,0.33412,1.864191,4.46590717299102
img_24.png,scale_img_24_level_08.png,0.7862609,0.33412,2.353229,4.21151876917233
img_24.png,scale_img_24_level_09.png,0.8615862,0.33412,2.578673,4.09424702482833
img_24.png,scale_img_24_level_10.png,1,0.33412,2.992937,3.8787546546658
img_01.png,gn_img_01_level_01.png,0,0.391271,0,5.4356243992662
img_01.png,gn_img_01_level_02.png,0.1718711,0.391271,0.4392636,5.20712770563575
img_01.png,gn_img_01_level_03.png,0.4590375,0.391271,1.173196,4.8253498238621
img_01.png,gn_img_01_level_04.png,0.6256237,0.391271,1.598952,4.60387953064107
img_01.png,gn_img_01_level_05.png,0.6713191,0.391271,1.715739,4.54312912164059
img_01.png,gn_img_01_level_06.png,0.852572,0.391271,2.178981,4.30215931364658
img_01.png,gn_img_01_level_07.png,0.7974979,0.391271,2.038224,4.37537846748801
img_01.png,gn_img_01_level_08.png,0.9761683,0.391271,2.494865,4.13784237600193
img_01.png,gn_img_01_level_09.png,0.9915568,0.391271,2.534194,4.1173841671638
img_01.png,gn_img_01_level_10.png,1,0.391271,2.555773,4.10615917571936
img_02.png,gn_img_02_level_01.png,0,0.3453103,0,5.4356243992662
img_02.png,gn_img_02_level_02.png,0.1368735,0.3453103,0.3963782,5.2294358871127
img_02.png,gn_img_02_level_03.png,0.3634701,0.3453103,1.05259,4.88808680510069
img_02.png,gn_img_02_level_04.png,0.4449459,0.3453103,1.288539,4.76535055660341
img_02.png,gn_img_02_level_05.png,0.6389849,0.3453103,1.850466,4.47304666080671
img_02.png,gn_img_02_level_06.png,0.7318413,0.3453103,2.119373,4.33316627828905
img_02.png,gn_img_02_level_07.png,0.7730009,0.3453103,2.238569,4.27116275262934
img_02.png,gn_img_02_level_08.png,0.863741,0.3453103,2.501348,4.13447004088287
img_02.png,gn_img_02_level_09.png,0.9190497,0.3453103,2.661519,4.0511520880284
img_02.png,gn_img_02_level_10.png,1,0.3453103,2.895946,3.9292075554113
img_03.png,gn_img_03_level_01.png,0,0.3353733,0,5.4356243992662
img_03.png,gn_img_03_level_02.png,0.2645268,0.3353733,0.7887532,5.0253297645857
img_03.png,gn_img_03_level_03.png,0.4305225,0.3353733,1.283711,4.76786199173449
img_03.png,gn_img_03_level_04.png,0.5690429,0.3353733,1.696745,4.55300944452375
img_03.png,gn_img_03_level_05.png,0.7005135,0.3353733,2.088757,4.34909214779472
img_03.png,gn_img_03_level_06.png,0.7919963,0.3353733,2.361536,4.20719762343208
img_03.png,gn_img_03_level_07.png,0.8430303,0.3353733,2.513707,4.12804112067055
img_03.png,gn_img_03_level_08.png,0.8700678,0.3353733,2.594326,4.08610462754024
img_03.png,gn_img_03_level_09.png,0.8853732,0.3353733,2.639963,4.06236511530382
img_03.png,gn_img_03_level_10.png,1,0.3353733,2.981752,3.88457288207698
img_04.png,gn_img_04_level_01.png,0,0.2373147,0,5.4356243992662
img_04.png,gn_img_04_level_02.png,0.2404129,0.2373147,1.013055,4.90865217127872
img_04.png,gn_img_04_level_03.png,0.4817743,0.2373147,2.030107,4.37960077878856
img_04.png,gn_img_04_level_04.png,0.625653,0.2373147,2.636385,4.06422632385789
img_04.png,gn_img_04_level_05.png,0.7645984,0.2373147,3.221875,3.75966539699371
img_04.png,gn_img_04_level_06.png,0.8574121,0.2373147,3.612975,3.55622250557527
img_04.png,gn_img_04_level_07.png,0.8864613,0.2373147,3.735383,3.49254815770325
img_04.png,gn_img_04_level_08.png,0.9315078,0.2373147,3.9252,3.39380891116688
img_04.png,gn_img_04_level_09.png,0.988814,0.2373147,4.166678,3.26819658047412
img_04.png,gn_img_04_level_10.png,1,0.2373147,4.213814,3.24367731652654
img_05.png,gn_img_05_level_01.png,0,0.4014648,0,5.4356243992662
img_05.png,gn_img_05_level_02.png,0.04790172,0.4014648,0.1193174,5.37355772360133
img_05.png,gn_img_05_level_03.png,0.2737165,0.4014648,0.6817946,5.0809676240745
img_05.png,gn_img_05_level_04.png,0.4675383,0.4014648,1.164581,4.82983118543093
img_05.png,gn_img_05_level_05.png,0.5694947,0.4014648,1.418542,4.6977254320494
img_05.png,gn_img_05_level_06.png,0.764045,0.4014648,1.903143,4.44564507248851
img_05.png,gn_img_05_level_07.png,0.8649557,0.4014648,2.154499,4.31489439129349
img_05.png,gn_img_05_level_08.png,0.9056072,0.4014648,2.255757,4.26222187710467
img_05.png,gn_img_05_level_09.png,0.8865932,0.4014648,2.208396,4.28685818183611
img_05.png,gn_img_05_level_10.png,1,0.4014648,2.490878,4.139916338692
img_06.png,gn_img_06_level_01.png,0,0.4580899,0,5.4356243992662
img_06.png,gn_img_06_level_02.png,0.1491885,0.4580899,0.3256752,5.26621426285281
img_06.png,gn_img_06_level_03.png,0.3636127,0.4580899,0.7937583,5.02272620535318
img_06.png,gn_img_06_level_04.png,0.6061324,0.4580899,1.323173,4.74733459878856
img_06.png,gn_img_06_level_05.png,0.6677687,0.4580899,1.457724,4.67734368985672
img_06.png,gn_img_06_level_06.png,0.7601315,0.4580899,1.65935,4.57246162280192
img_06.png,gn_img_06_level_07.png,0.8696079,0.4580899,1.898334,4.44814662417563
img_06.png,gn_img_06_level_08.png,0.9358423,0.4580899,2.042923,4.37293413573968
img_06.png,gn_img_06_level_09.png,0.9393713,0.4580899,2.050627,4.36892665930018
img_06.png,gn_img_06_level_10.png,1,0.4580899,2.182977,4.30008066932516
img_07.png,gn_img_07_level_01.png,0,0.4419227,0,5.4356243992662
img_07.png,gn_img_07_level_02.png,0.1641291,0.4419227,0.3713978,5.2424302231004
img_07.png,gn_img_07_level_03.png,0.5229278,0.4419227,1.183301,4.82009339221346
img_07.png,gn_img_07_level_04.png,0.4986602,0.4419227,1.128388,4.84865810583264
img_07.png,gn_img_07_level_05.png,0.6635085,0.4419227,1.501413,4.65461749071793
img_07.png,gn_img_07_level_06.png,0.8192172,0.4419227,1.853757,4.47133474427473
img_07.png,gn_img_07_level_07.png,0.9358924,0.4419227,2.117774,4.33399804812638
img_07.png,gn_img_07_level_08.png,0.8755438,0.4419227,1.981215,4.40503348103154
img_07.png,gn_img_07_level_09.png,0.9903318,0.4419227,2.240962,4.26991795887029
img_07.png,gn_img_07_level_10.png,1,0.4419227,2.262839,4.2585379534099
img_08.png,gn_img_08_level_01.png,0,0.4304162,0,5.4356243992662
img_08.png,gn_img_08_level_02.png,0.159219,0.4304162,0.3699187,5.24319962320446
img_08.png,gn_img_08_level_03.png,0.2871572,0.4304162,0.6671617,5.08857938445761
img_08.png,gn_img_08_level_04.png,0.5187334,0.4304162,1.20519,4.80870714457793
img_08.png,gn_img_08_level_05.png,0.686549,0.4304162,1.595082,4.60589263212352
img_08.png,gn_img_08_level_06.png,0.7413423,0.4304162,1.722385,4.53967199697589
img_08.png,gn_img_08_level_07.png,0.7949229,0.4304162,1.84687,4.47491723262349
img_08.png,gn_img_08_level_08.png,0.870573,0.4304162,2.022631,4.38348965390041
img_08.png,gn_img_08_level_09.png,0.9401229,0.4304162,2.184218,4.29943512437949
img_08.png,gn_img_08_level_10.png,1,0.4304162,2.323333,4.22707010816963
img_09.png,gn_img_09_level_01.png,0,0.3422246,0,5.4356243992662
img_09.png,gn_img_09_level_02.png,0.2522138,0.3422246,0.7369832,5.05225954849962
img_09.png,gn_img_09_level_03.png,0.4696831,0.3422246,1.372441,4.72170630839121
img_09.png,gn_img_09_level_04.png,0.6762049,0.3422246,1.97591,4.40779304262442
img_09.png,gn_img_09_level_05.png,0.7879894,0.3422246,2.302551,4.23788051514856
img_09.png,gn_img_09_level_06.png,0.7791044,0.3422246,2.276588,4.25138598124392
img_09.png,gn_img_09_level_07.png,0.8665712,0.3422246,2.532171,4.11843649385605
img_09.png,gn_img_09_level_08.png,0.9445672,0.3422246,2.76008,3.99988250270216
img_09.png,gn_img_09_level_09.png,0.8957028,0.3422246,2.617296,4.07415606396089
img_09.png,gn_img_09_level_10.png,1,0.3422246,2.922058,3.91562458230795
img_10.png,gn_img_10_level_01.png,0,0.3353752,0,5.4356243992662
img_10.png,gn_img_10_level_02.png,0.2798516,0.3353752,0.8344434,5.00156257870617
img_10.png,gn_img_10_level_03.png,0.4544296,0.3353752,1.354989,4.73078451176895
img_10.png,gn_img_10_level_04.png,0.6591011,0.3353752,1.965265,4.41333037215433
img_10.png,gn_img_10_level_05.png,0.7438511,0.3353752,2.217967,4.28187952698118
img_10.png,gn_img_10_level_06.png,0.8231683,0.3353752,2.45447,4.15885509806496
img_10.png,gn_img_10_level_07.png,0.9405174,0.3353752,2.804374,3.9768415939001
img_10.png,gn_img_10_level_08.png,0.8703319,0.3353752,2.5951,4.08570200724375
img_10.png,gn_img_10_level_09.png,0.9232025,0.3353752,2.752745,4.00369803225612
img_10.png,gn_img_10_level_10.png,1,0.3353752,2.981735,3.88458172515843
img_11.png,gn_img_11_level_01.png,0,0.282761,0,5.4356243992662
img_11.png,gn_img_11_level_02.png,0.2244869,0.282761,0.7939104,5.02264708578329
img_11.png,gn_img_11_level_03.png,0.3987871,0.282761,1.410333,4.70199560002602
img_11.png,gn_img_11_level_04.png,0.6092332,0.282761,2.154587,4.31484861534247
img_11.png,gn_img_11_level_05.png,0.7423859,0.282761,2.625489,4.06989421888447
img_11.png,gn_img_11_level_06.png,0.8026863,0.282761,2.838745,3.95896244375706
img_11.png,gn_img_11_level_07.png,0.8532869,0.282761,3.017697,3.86587496662816
img_11.png,gn_img_11_level_08.png,0.8806413,0.282761,3.114437,3.81555263137932
img_11.png,gn_img_11_level_09.png,0.9327835,0.282761,3.298841,3.71962912601209
img_11.png,gn_img_11_level_10.png,1,0.282761,3.536556,3.59597423740679
img_12.png,gn_img_12_level_01.png,0,0.3173139,0,5.4356243992662
img_12.png,gn_img_12_level_02.png,0.2265933,0.3173139,0.7140983,5.0641638446536
img_12.png,gn_img_12_level_03.png,0.4207536,0.3173139,1.325985,4.74587184908089
img_12.png,gn_img_12_level_04.png,0.5306448,0.3173139,1.672302,4.56572423510146
img_12.png,gn_img_12_level_05.png,0.6496039,0.3173139,2.047197,4.37071088102752
img_12.png,gn_img_12_level_06.png,0.8027406,0.3173139,2.5298,4.11966984362734
img_12.png,gn_img_12_level_07.png,0.8902491,0.3173139,2.805579,3.97621477547985
img_12.png,gn_img_12_level_08.png,0.9147905,0.3173139,2.88292,3.93598343652512
img_12.png,gn_img_12_level_09.png,0.9417369,0.3173139,2.96784,3.8918096437886
img_12.png,gn_img_12_level_10.png,1,0.3173139,3.151454,3.79629708161804
img_13.png,gn_img_13_level_01.png,0,0.5623547,0,5.4356243992662
img_13.png,gn_img_13_level_02.png,0.1345089,0.5623547,0.2391887,5.31120291953565
img_13.png,gn_img_13_level_03.png,0.2575374,0.5623547,0.4579625,5.19740088824289
img_13.png,gn_img_13_level_04.png,0.4923334,0.5623547,0.8754856,4.98021319533063
img_13.png,gn_img_13_level_05.png,0.4884343,0.5623547,0.868552,4.98381992412617
img_13.png,gn_img_13_level_06.png,0.5767194,0.5623547,1.025544,4.90215562750239
img_13.png,gn_img_13_level_07.png,0.6982263,0.5623547,1.241612,4.78976110266731
img_13.png,gn_img_13_level_08.png,0.7254232,0.5623547,1.289974,4.76460409649299
img_13.png,gn_img_13_level_09.png,0.9231382,0.5623547,1.641559,4.58171616762735
img_13.png,gn_img_13_level_10.png,1,0.5623547,1.778237,4.51061883315205
img_14.png,gn_img_14_level_01.png,0,0.3715998,0,5.4356243992662
img_14.png,gn_img_14_level_02.png,0.1843415,0.3715998,0.4960754,5.17757527183701
img_14.png,gn_img_14_level_03.png,0.304592,0.3715998,0.8196774,5.0092435752152
img_14.png,gn_img_14_level_04.png,0.5680689,0.3715998,1.528711,4.64041758263831
img_14.png,gn_img_14_level_05.png,0.6974233,0.3715998,1.876813,4.45934144510689
img_14.png,gn_img_14_level_06.png,0.7347006,0.3715998,1.977128,4.40715946184777
img_14.png,gn_img_14_level_07.png,0.8358994,0.3715998,2.249461,4.26549693832781
img_14.png,gn_img_14_level_08.png,0.9054852,0.3715998,2.436721,4.1680877952774
img_14.png,gn_img_14_level_09.png,0.9577764,0.3715998,2.577441,4.09488788814264
img_14.png,gn_img_14_level_10.png,1,0.3715998,2.691067,4.03578177211014
img_15.png,gn_img_15_level_01.png,0,0.2719882,0,5.4356243992662
img_15.png,gn_img_15_level_02.png,0.2620741,0.2719882,0.9635495,4.93440400472571
img_15.png,gn_img_15_level_03.png,0.4906022,0.2719882,1.803763,4.49734068626801
img_15.png,gn_img_15_level_04.png,0.6487665,0.2719882,2.385274,4.19484956064381
img_15.png,gn_img_15_level_05.png,0.6958332,0.2719882,2.558321,4.10483375386476
img_15.png,gn_img_15_level_06.png,0.8493444,0.2719882,3.122725,3.81124136908304
img_15.png,gn_img_15_level_07.png,0.8755713,0.2719882,3.219152,3.76108185056909
img_15.png,gn_img_15_level_08.png,0.9130015,0.2719882,3.356769,3.68949606588914
img_15.png,gn_img_15_level_09.png,0.9667441,0.2719882,3.55436,3.58671293022496
img_15.png,gn_img_15_level_10.png,1,0.2719882,3.67663,3.52311036736704
img_16.png,gn_img_16_level_01.png,0,0.2644944,0,5.4356243992662
img_16.png,gn_img_16_level_02.png,0.310577,0.2644944,1.174229,4.82481247661885
img_16.png,gn_img_16_level_03.png,0.5022106,0.2644944,1.898757,4.44792658750196
img_16.png,gn_img_16_level_04.png,0.7162229,0.2644944,2.707895,4.02702816183965
img_16.png,gn_img_16_level_05.png,0.7814143,0.2644944,2.95437,3.89881648538258
img_16.png,gn_img_16_level_06.png,0.8162674,0.2644944,3.086143,3.83027063999552
img_16.png,gn_img_16_level_07.png,0.8826581,0.2644944,3.337153,3.69969994151702
img_16.png,gn_img_16_level_08.png,0.8818113,0.2644944,3.333951,3.70136556191671
img_16.png,gn_img_16_level_09.png,0.9482951,0.2644944,3.585313,3.57061175963413
img_16.png,gn_img_16_level_10.png,1,0.2644944,3.780799,3.46892360552565
img_17.png,gn_img_17_level_01.png,0,0.3020652,0,5.4356243992662
img_17.png,gn_img_17_level_02.png,0.1283841,0.3020652,0.4250212,5.2145363352362
img_17.png,gn_img_17_level_03.png,0.4011322,0.3020652,1.327965,4.74484189018289
img_17.png,gn_img_17_level_04.png,0.505079,0.3020652,1.672086,4.56583659425396
img_17.png,gn_img_17_level_05.png,0.7361823,0.3020652,2.437164,4.1678573549785
img_17.png,gn_img_17_level_06.png,0.7746716,0.3020652,2.564584,4.10157585862325
img_17.png,gn_img_17_level_07.png,0.8392464,0.3020652,2.778362,3.99037254887728
img_17.png,gn_img_17_level_08.png,0.8978493,0.3020652,2.972369,3.88945374285474
img_17.png,gn_img_17_level_09.png,0.9481152,0.3020652,3.138777,3.80289141947156
img_17.png,gn_img_17_level_10.png,1,0.3020652,3.310544,3.71354144470739
img_18.png,gn_img_18_level_01.png,0,0.3029829,0,5.4356243992662
img_18.png,gn_img_18_level_02.png,0.1558817,0.3029829,0.5144901,5.16799628995871
img_18.png,gn_img_18_level_03.png,0.3664088,0.3029829,1.209338,4.80654943270474
img_18.png,gn_img_18_level_04.png,0.4949048,0.3029829,1.633441,4.58593899910916
img_18.png,gn_img_18_level_05.png,0.6215472,0.3029829,2.051427,4.36851051429088
img_18.png,gn_img_18_level_06.png,0.7079903,0.3029829,2.336734,4.2200991590827
img_18.png,gn_img_18_level_07.png,0.757137,0.3029829,2.498943,4.13572107681706
img_18.png,gn_img_18_level_08.png,0.8820977,0.3029829,2.911378,3.92118011818202
img_18.png,gn_img_18_level_09.png,0.8827196,0.3029829,2.913431,3.92011218605192
img_18.png,gn_img_18_level_10.png,1,0.3029829,3.300517,3.71875730221762
img_19.png,gn_img_19_level_01.png,0,0.3149067,0,5.4356243992662
img_19.png,gn_img_19_level_02.png,0.2792719,0.3149067,0.88684,4.97430684921372
img_19.png,gn_img_19_level_03.png,0.5008254,0.3149067,1.590393,4.60833176205925
img_19.png,gn_img_19_level_04.png,0.5615205,0.3149067,1.783133,4.50807202569517
img_19.png,gn_img_19_level_05.png,0.7416551,0.3149067,2.355158,4.21051533951867
img_19.png,gn_img_19_level_06.png,0.8095523,0.3149067,2.570768,4.09835905770141
img_19.png,gn_img_19_level_07.png,0.8939181,0.3149067,2.838675,3.95899885644537
img_19.png,gn_img_19_level_08.png,0.9553905,0.3149067,3.033884,3.85745479254636
img_19.png,gn_img_19_level_09.png,0.9513975,0.3149067,3.021204,3.86405069094367
img_19.png,gn_img_19_level_10.png,1,0.3149067,3.175543,3.78376643520695
img_20.png,gn_img_20_level_01.png,0,0.3470655,0,5.4356243992662
img_20.png,gn_img_20_level_02.png,0.211424,0.3470655,0.6091762,5.11874235500311
img_20.png,gn_img_20_level_03.png,0.4504006,0.3470655,1.29774,4.76056436881527
img_20.png,gn_img_20_level_04.png,0.611564,0.3470655,1.7621,4.51901299817077
img_20.png,gn_img_20_level_05.png,0.7063747,0.3470655,2.035278,4.37691092148474
img_20.png,gn_img_20_level_06.png,0.8524147,0.3470655,2.456063,4.1580264493152
img_20.png,gn_img_20_level_07.png,0.8222762,0.3470655,2.369225,4.2031979497115
img_20.png,gn_img_20_level_08.png,0.8921806,0.3470655,2.570641,4.09842512072164
img_20.png,gn_img_20_level_09.png,0.9301957,0.3470655,2.680174,4.04144810659294
img_20.png,gn_img_20_level_10.png,1,0.3470655,2.881301,3.93682560998768
img_21.png,gn_img_21_level_01.png,0,0.4004449,0,5.4356243992662
img_21.png,gn_img_21_level_02.png,0.2056871,0.4004449,0.5136465,5.16843511487101
img_21.png,gn_img_21_level_03.png,0.4679615,0.4004449,1.168604,4.82773849621545
img_21.png,gn_img_21_level_04.png,0.5981613,0.4004449,1.493742,4.6586078011758
img_21.png,gn_img_21_level_05.png,0.7395107,0.4004449,1.846723,4.47499369926894
img_21.png,gn_img_21_level_06.png,0.858108,0.4004449,2.142887,4.32093473610339
img_21.png,gn_img_21_level_07.png,0.8900569,0.4004449,2.22267,4.27943311450779
img_21.png,gn_img_21_level_08.png,0.9684326,0.4004449,2.418392,4.17762219762158
img_21.png,gn_img_21_level_09.png,0.966099,0.4004449,2.412564,4.18065381401428
img_21.png,gn_img_21_level_10.png,1,0.4004449,2.497223,4.13661578858704
img_22.png,gn_img_22_level_01.png,0,0.3318796,0,5.4356243992662
img_22.png,gn_img_22_level_02.png,0.2003474,0.3318796,0.6036749,5.12160402817764
img_22.png,gn_img_22_level_03.png,0.4397981,0.3318796,1.325173,4.74629423626533
img_22.png,gn_img_22_level_04.png,0.6154195,0.3318796,1.854345,4.4710288776929
img_22.png,gn_img_22_level_05.png,0.7176148,0.3318796,2.162274,4.31084998198442
img_22.png,gn_img_22_level_06.png,0.9031701,0.3318796,2.721378,4.02001455788927
img_22.png,gn_img_22_level_07.png,0.8388664,0.3318796,2.527622,4.12080279841514
img_22.png,gn_img_22_level_08.png,0.8003041,0.3318796,2.411428,4.18124473992748
img_22.png,gn_img_22_level_09.png,0.9879861,0.3318796,2.976941,3.88707547412662
img_22.png,gn_img_22_level_10.png,1,0.3318796,3.01314,3.86824543263735
img_23.png,gn_img_23_level_01.png,0,0.3577454,0,5.4356243992662
img_23.png,gn_img_23_level_02.png,0.3017203,0.3577454,0.843394,4.99690664430594
img_23.png,gn_img_23_level_03.png,0.4570586,0.3577454,1.277609,4.77103613779288
img_23.png,gn_img_23_level_04.png,0.6505481,0.3577454,1.818467,4.4896919409972
img_23.png,gn_img_23_level_05.png,0.7086944,0.3577454,1.981002,4.40514427964027
img_23.png,gn_img_23_level_06.png,0.7896024,0.3577454,2.207163,4.28749956533169
